ticket_id,customer_id,subject,description,category,priority,channel,status,created_at
1153,3507,Cannot login to my account,I cannot login even after entering the correct email address and password.,Login Problems,Medium,email,resolved,2025-12-25T21:45:31.805691+00:00
1154,6867,Trial period expired early,I want to cancel my monthly subscription before the next billing cycle. This issue is blocking my team.,Subscription Issues,Medium,chat,open,2026-05-02T02:31:31.805691+00:00
1155,5267,Upgrade monthly plan,My subscription renewal failed even though my payment method is active. This is affecting my work.,Subscription Issues,Medium,email,in_progress,2026-04-03T05:06:31.805691+00:00
1156,3010,Card was charged twice,"I tried to pay for my order, but the payment failed even though my card details are correct. This issue is blocking my team.",Payment Issues,High,email,open,2026-05-07T02:20:31.805691+00:00
1157,7402,Add another team member,Please help me change the company name and profile information in my account.,Account Management,Low,email,in_progress,2026-03-04T10:55:31.805691+00:00
1158,7879,Unable to complete payment,"I tried to pay for my order, but the payment failed even though my card details are correct. I have already contacted support once.",Payment Issues,High,web_portal,in_progress,2026-05-16T10:50:31.805691+00:00
1159,1515,Plan changed without confirmation,Please help me upgrade from the basic plan to the premium plan. This is affecting my work.,Subscription Issues,Medium,email,in_progress,2026-04-19T19:30:31.805691+00:00
1160,5169,Remove old phone number,The billing contact has changed and I need the account details updated. This issue is blocking my team.,Account Management,Low,email,open,2026-04-25T00:12:31.805691+00:00
1161,6978,Application keeps crashing,The export feature is not working and the downloaded file is empty.,Technical Support,Medium,email,open,2026-04-26T10:38:31.805691+00:00
1162,5384,Invoice amount looks incorrect,My credit card was charged two times for the same subscription renewal. This is affecting my work.,Payment Issues,Low,phone,in_progress,2025-12-09T13:41:31.805691+00:00
1163,8144,Cannot login to my account,My account is locked because I entered the wrong password several times. This issue is blocking my team.,Login Problems,High,web_portal,open,2026-02-05T01:05:31.805691+00:00
1164,6105,Change company profile details,Please help me change the company name and profile information in my account. Please resolve this as soon as possible.,Account Management,High,chat,open,2026-05-08T22:05:31.805691+00:00
1165,2762,Plan changed without confirmation,My plan seems to have changed without my confirmation. I have already contacted support once.,Subscription Issues,Medium,web_portal,in_progress,2026-03-27T07:08:31.805691+00:00
1166,3740,Unable to access dashboard,My account is locked because I entered the wrong password several times. Please resolve this as soon as possible.,Login Problems,High,email,resolved,2026-05-19T02:40:31.805691+00:00
1167,6771,Update billing contact,My old phone number is still attached to the account and I want to remove it. Please resolve this as soon as possible.,Account Management,Medium,web_portal,open,2025-12-20T23:54:31.805691+00:00
1168,2190,Card was charged twice,The invoice shows a higher amount than expected for my monthly plan. I have already contacted support once.,Payment Issues,High,chat,resolved,2026-03-05T09:38:31.805691+00:00
1169,1178,Add another team member,Please help me change the company name and profile information in my account. Please resolve this as soon as possible.,Account Management,Low,phone,open,2026-03-14T18:31:31.805691+00:00
1170,4476,Refund status not updated,The service did not work as promised and I would like my money back. This is affecting my work.,Refund Requests,Medium,chat,open,2026-02-26T08:20:31.805691+00:00
1171,8130,Error while uploading file,The export feature is not working and the downloaded file is empty.,Technical Support,Medium,phone,in_progress,2025-12-21T03:37:31.805691+00:00
1172,2953,Password reset link not working,I cannot login even after entering the correct email address and password. I have already contacted support once.,Login Problems,Medium,email,in_progress,2026-03-26T03:38:31.805691+00:00
1173,5670,Unable to access dashboard,My account is locked because I entered the wrong password several times. This issue is blocking my team.,Login Problems,Medium,email,resolved,2026-01-08T17:17:31.805691+00:00
1174,9740,Application keeps crashing,Our API integration started failing with timeout errors after the latest update. Please resolve this as soon as possible.,Technical Support,Low,email,in_progress,2026-02-21T16:45:31.805691+00:00
1175,5500,Cancel my subscription,I want to cancel my monthly subscription before the next billing cycle. I have already contacted support once.,Subscription Issues,Low,phone,in_progress,2026-02-18T07:44:31.805691+00:00
1176,5889,Request refund for duplicate payment,"My refund request was approved last week, but the amount has not reached my bank account. Please resolve this as soon as possible.",Refund Requests,Medium,web_portal,in_progress,2026-05-23T04:35:31.805691+00:00
1177,1170,Cancel my subscription,My subscription renewal failed even though my payment method is active. This issue is blocking my team.,Subscription Issues,Low,chat,open,2026-04-08T16:23:31.805691+00:00
1178,1080,Remove old phone number,Please help me change the company name and profile information in my account. This is affecting my work.,Account Management,Low,email,in_progress,2026-03-01T23:40:31.805691+00:00
1179,7218,Payment failed during checkout,"I tried to pay for my order, but the payment failed even though my card details are correct. Please resolve this as soon as possible.",Payment Issues,Low,phone,resolved,2026-03-11T18:32:31.805691+00:00
1180,7771,Password reset link not working,I can login on mobile but the web dashboard keeps showing an authentication error. I have already contacted support once.,Login Problems,Medium,web_portal,resolved,2026-03-15T12:57:31.805691+00:00
1181,5596,Bank transaction succeeded but order failed,I cannot add a new payment method because the checkout page keeps rejecting my card. This is affecting my work.,Payment Issues,Medium,phone,resolved,2025-12-17T01:17:31.805691+00:00
1182,4971,Refund needed for cancelled order,"I was charged for an order that I cancelled, so I need a refund. Please resolve this as soon as possible.",Refund Requests,High,chat,resolved,2026-05-14T05:58:31.805691+00:00
1183,8670,Payment failed during checkout,"The transaction was deducted from my bank account, but the payment status still says pending.",Payment Issues,Medium,web_portal,open,2025-12-15T10:38:31.805691+00:00
1184,6134,Request refund for duplicate payment,The service did not work as promised and I would like my money back. This is affecting my work.,Refund Requests,High,phone,resolved,2026-01-20T00:28:31.805691+00:00
1185,7317,Refund needed for cancelled order,"My refund request was approved last week, but the amount has not reached my bank account.",Refund Requests,High,web_portal,resolved,2026-04-09T05:36:31.805691+00:00
1186,6032,Dashboard page is loading slowly,Our API integration started failing with timeout errors after the latest update. This is affecting my work.,Technical Support,Low,email,open,2026-02-16T12:24:31.805691+00:00
1187,5370,Request refund for duplicate payment,"I was charged for an order that I cancelled, so I need a refund. This is affecting my work.",Refund Requests,Low,email,in_progress,2026-02-07T11:37:31.805691+00:00
1188,6806,Trial period expired early,My plan seems to have changed without my confirmation. Please resolve this as soon as possible.,Subscription Issues,Medium,web_portal,open,2026-01-15T15:08:31.805691+00:00
1189,5466,Two factor authentication problem,I can login on mobile but the web dashboard keeps showing an authentication error. I have already contacted support once.,Login Problems,Medium,phone,open,2026-05-22T02:57:31.805691+00:00
1190,5520,Unable to complete payment,"The transaction was deducted from my bank account, but the payment status still says pending. This is affecting my work.",Payment Issues,Medium,web_portal,resolved,2026-02-21T11:59:31.805691+00:00
1191,1870,Request refund for duplicate payment,"I was charged for an order that I cancelled, so I need a refund. This is affecting my work.",Refund Requests,High,email,resolved,2026-04-09T14:05:31.805691+00:00
1192,7628,Change company profile details,I want to update the email address linked to my customer account. This issue is blocking my team.,Account Management,Low,web_portal,in_progress,2026-04-07T20:50:31.805691+00:00
